Name,Year,Country,Genre,Rating,Metascore,Runtime,Sound_mix,Color,Budget,Gross,Director,Stars
Dzieje grzechu,1911,Poland, Drama,0,0,0 min,Silent, Black and White,0,0,Antoni Bednarczyk ,"Maria Mirska,Teodor Roland,Stanislaw Knake-Zawadzki"
Un clair de lune sous Richelieu,1911,France, ,0,0,0 min,Silent, Black and White,0,0,Albert Capellani ,"Paul Capellani,Gabriel de Gravone,Jeanne Delvair"
A Dog's Tale,1911,USA, ,4.4,0,0 min,Silent, Black and White,0,0,Thomas H. Ince ,Mary Pickford
The Infant at Snakeville,1911,USA, ,0,0,0 min,Silent, Black and White,0,0,Gilbert M. 'Broncho Billy' Anderson ,"Gilbert M. 'Broncho Billy' Anderson,Augustus Carney,Harry Todd"
La digue,1911,France, ,5.6,0,0 min,Silent, Black and White,0,0,Abel Gance ,"Robert LÌ©vy,Paulette Noizeux,Pierre Renoir"
Balletdanserinden,1911,Denmark, Drama,5.4,0,45 min,Silent, Black and White,0,0,August Blom ,"Svend Bille,Otto Lagoni,Valdemar MÌüller"
Hamlet,1911,Denmark, Drama,4.1,0,0 min,Silent, Black and White,0,0,August Blom ,"Alwin NeuÌÙ,Aage Hertel,Ella La Cour"
Die Fahrt nach Hamburg,1911,Germany, ,0,0,0 min,Silent, Black and White,0,0,Joe May ,"Gustav Beer,Magda Wieder"
Arrah-Na-Pogue,1911,USA," Drama, Romance",3.4,0,0 min,Silent, Black and White,0,0,Sidney Olcott ,"Gene Gauntier,J.J. Clark,Sidney Olcott"
The Island of Terror,1911,France, ,5.2,0,0 min,Silent, Black and White,0,0,JoÌÇ Hamman ,JoÌÇ Hamman
Los siete niÌ±os de Ìäcija o Los bandidos de Sierra Morena,1911,Spain, ,0,0,0 min,Silent, Black and White,0,0,JosÌ© MarÌ_a Codina ,
SkÌ_bnebÌ_ltet,1911,Denmark, ,4.4,0,0 min,Silent, Black and White,0,0,Svend Rindom ,"Karen Caspersen,Benjamin Christensen,Fritz Lamprecht"
"Captain Starlight, or Gentleman of the Road",1911,Australia, ,5.2,0,0 min,Silent, Black and White,0,0,Alfred Rolfe ,"Lily Dampier,Lottie Lyell,Augustus Neville"
Vicio y virtud,1911,Spain, ,0,0,0 min,Silent, Black and White,0,0,Enrique Blanco ,
In the Hands of Impostors,1911,Denmark, Drama,5.3,0,47 min,Silent, Black and White,0,0,August Blom ,"Clara Pontoppidan,Lauritz Olsen,Thora Meincke"
SÌ_ndige Liebe,1911,Germany, ,0,0,0 min,Silent, Black and White,0,0,Emil Albes ,"Paul Bildt,Hugo Flink,Ilse Oeser"
Tales of Hoffmann,1911,Austria, ,0,0,0 min,Silent, Black and White,0,0,,Wiener Schauspieler
The Fatal Wedding,1911,Australia, Drama,0,0,0 min,Silent, Black and White,0,0,Raymond Longford ,"Master Anson,Miss Clare,Tom Cosgrove"
A Condessa Descalca,1911,Brazil, Drama,0,0,0 min,Silent, Black and White,0,0,Guelfo Andalo ,"Amica Pelissier,Cristiano Reis"
Jane Shore,1911,UK, ,0,0,0 min,Silent, Black and White,0,0,Frank Powell ,Florence Barker
L'Ì©lectrocutÌ©,1911,France, Sci-Fi,4.5,0,0 min,Silent, Black and White,0,0,Camille de Morlhon ,
Blott en drÌ_m,1911,Sweden, ,0,0,0 min,Silent, Black and White,0,0,Anna Hofman-Uddgren ,"Edith WallÌ©n,Sigurd WallÌ©n,Anna-Lisa HellstrÌ_m"
Amor fatal,1911,Romania, ,8,0,0 min,Silent, Black and White,0,0,Grigore Brezeanu ,"Lucia Sturza-Bulandra,Tony Bulandra,Constantin Neamtu-Ottonel"
Flaming Arrows,1911,USA, ,4.6,0,0 min,Silent, Black and White,0,0,D.W. Griffith ,
One Hundred Years Ago,1911,Australia," Drama, Thriller",2.8,0,0 min,Silent, Black and White,0,0,Gaston Mervale ,"Louise Lovely,Harrie Ireland,A.J. Patrick"
Temblor de 1911 en MÌ©xico,1911,Mexico, ,0,0,0 min,Silent, Black and White,0,0,Hermanos Alva ,
The Brand,1911,USA, ,0,0,0 min,Silent, Black and White,0,0,Thomas H. Ince ,
The Daddy's Dream,1911,USA, ,0,0,0 min,Silent, Black and White,0,0,,Mary Pickford
A Hitherto Unrelated Incident of the Girl Spy,1911,USA, ,0,0,0 min,Silent, Black and White,0,0,,Gene Gauntier
The Colleen Bawn,1911,Australia, ,0,0,0 min,Silent, Black and White,0,0,Gaston Mervale ,"Louise Lovely,James Martin"
Attack on the Gold Escort,1911,Australia," Action, Drama",4.3,0,52 min,Silent, Black and White,0,0,,
Halbwelt,1911,Germany, ,0,0,0 min,Silent, Black and White,0,0,Reinhard Bruck ,"Maja Sering,Johanna Platt,Anton Pointner"
The Padre,1911,USA, Western,4.2,0,0 min,Silent, Black and White,0,0,,"Hobart Bosworth,Robert Z. Leonard"
Assigned to His Wife,1911,Australia, Drama,0,0,0 min,Silent, Black and White,å£500        ,0,Jack Gavin ,"Jack Gavin,Agnes Gavin,Carr Austin"
The Great Moment,1911,Germany, ,6,0,0 min,Silent, Black and White,0,0,Urban Gad ,"Asta Nielsen,Hugo Flink,Emil Albes"
Le poison,1911,France, ,0,0,0 min,Silent, Black and White,0,0,Louis Feuillade ,"RenÌ© Navarre,Henri Collen"
El fantasma del castillo,1911,Spain, ,0,0,0 min,Silent, Black and White,0,0,,"Adela CarbonÌ©,Fernando Delgado,Margarita Dubertrand"
As in a Looking Glass,1911,USA, Drama,5.5,0,0 min,Silent, Black and White,0,0,D.W. Griffith ,"Wilfred Lucas,Claire McDowell,Edna Foster"
The Crusaders,1911,Italy, Drama,5.7,0,0 min,Silent, Black and White,0,0,Enrico Guazzoni ,"Amleto Novelli,Gianna Terribili-Gonzales,Carlo Cattaneo"
Nell Gwynne,1911,Australia," Biography, Drama, History, Romance",4.8,0,0 min,Silent, Black and White,0,0,Raymond Longford ,"Nellie Stewart,Augustus Neville,Charles Lawrence"
"From the Manger to the Cross; or, Jesus of Nazareth",1912,USA," Biography, Drama",5.8,0,60 min,Silent, Black and White,0,0,Sidney Olcott ,"R. Henderson Bland,Percy Dyer,Gene Gauntier"
Cleopatra,1912,USA," Drama, History",5.1,0,100 min,Silent, Black and White,"$45,000 ",0,Charles L. Gaskill ,"Helen Gardner,Pearl Sindelar,Miss Fielding"
The Life and Death of King Richard III,1912,France, Drama,5.7,0,55 min,Silent, Black and White,"$30,000 ",0,,"Robert Gemp,Frederick Warde,Albert Gardner"
Camille,1912,France," Drama, Romance",6.3,0,0 min,Silent, Black and White,0,0,,"Sarah Bernhardt,Lou Tellegen,Paul Capellani"
The Love Tyrant,1912,Australia, Drama,0,0,0 min,Silent, Black and White,0,0,Alfred Rolfe ,Charles Villiers
Pilgrim's Progress,1912,USA, Drama,5.5,0,0 min,Silent, Black and White,0,0,Francis Powers ,"Warner Oland,Ethel Clayton,Clifford Leigh"
TrÌ_dgÌ´rdsmÌ_staren,1912,Sweden, Drama,6.4,0,0 min,Silent, Black and White,0,0,Victor SjÌ_strÌ_m ,"Victor SjÌ_strÌ_m,GÌ_sta Ekman,Lili Beck"
NapolÌ©on,1912,France, ,0,0,0 min,Silent, Black and White,0,0,Louis Feuillade ,
As You Like It,1912,USA, ,5.2,0,0 min,Silent, Black and White,0,0,,"Maurice Costello,Rose Coghlan,Rosemary Theby"
Der Fluch der SÌ_nde,1912,Germany, Drama,0,0,0 min,Silent, Black and White,0,0,,"Wera Frost,Paul Otto,Frida Richard"
Today and Tomorrow,1912,Hungary, ,5.9,0,0 min,Silent, Black and White,0,0,Michael Curtiz (as KertÌ©sz MihÌÁly)            ,"ArtÌ_r Somlay,Gyula Abonyi,JenÌ_nÌ© VeszprÌ©my"
Grannie,1912,USA, ,5.1,0,0 min,Silent, Black and White,0,0,D.W. Griffith ,Mary Pickford
Hunyadi janos,1912,Hungary, Drama,0,0,0 min,Silent, Black and White,0,0,,
The Independence of Romania,1912,Romania," History, War",7,0,83 min,Silent, Black and White,"ROLåÊ400,000        ",0,Aristide Demetriade ,"Aristide Demetriade,Constanta Demetriade,Constantin Nottara"
Satan,1912,Italy," Drama, Horror",6.4,0,0 min,Silent, Black and White,0,0,Luigi Maggi ,"Mario Bonnard,Mary Cleo Tarlarini,Fernanda Negri Pouget"
Oliver Twist,1912,USA, Drama,5.4,0,0 min,Silent, Black and White,0,0,,"Nat C. Goodwin,Vinnie Burns,Charley Rogers"
The Mystery of the Kador Cliffs,1912,France," Crime, Drama, Mystery",7.3,0,45 min,Silent, Black and White,0,0,LÌ©once Perret ,"Suzanne Grandais,Ìämile Keppens,LÌ©once Perret"
La statua di carne,1912,Italy, ,0,0,0 min,Silent, Black and White,0,0,Giuseppe de Liguoro ,"Wladimiro De Liguoro,Alberto Pirovano,Clara VendÌ«me"
La pierre philosophe,1912,France, ,0,0,0 min,Silent, Black and White,0,0,Abel Gance ,
The Mail Order Wife,1912,USA, ,0,0,0 min,Silent, Black and White,0,0,,"Francis X. Bushman,Bryant Washburn"
Like a Sister,1912,Italy, ,0,0,0 min,Silent, Black and White,0,0,Vincenzo Denizot ,"Giovanni Casaleggio,Berta Nelson,Lidia Quaranta"
DÌüdsspring til hest fra cirkuskuplen,1912,Denmark, Drama,5.9,0,45 min,Silent, Black and White,0,0,Eduard Schnedler-SÌürensen ,"Frederik Christensen,Aage Hertel,Alma Hinding"
The Might of Gold,1912,Germany, ,0,0,0 min,Silent, Black and White,0,0,Urban Gad ,"Asta Nielsen,Paula Helmert,Hans Burk"
In der Tiefe des Schachtes,1912,Germany, ,0,0,0 min,Silent, Black and White,0,0,Joe May ,"Mia May,Otz Tollen"
Anfisa,1912,Russia, Drama,0,0,0 min,Silent, Black and White,0,0,Yakov Protazanov ,"Vladimir Maksimov,Vladimir Shaternikov"
The Vengeance of Fate,1912,USA, ,0,0,0 min,Silent, Black and White,0,0,Charles Giblyn ,"Ethel Grandin,Charles K. French,Walter Edwards"
Three Tales of Terror,1912,Austria, Horror,4,0,50 min,Silent, Black and White,0,0,,"Paul Askonas,Frau Galfres-Hubermann"
A Ruined Life,1912,Sweden, ,8.3,0,0 min,Silent, Black and White,0,0,Victor SjÌ_strÌ_m ,"Hilda BorgstrÌ_m,Einar FrÌ_berg,Anna Norrie"
1812 God,1912,Russia," Drama, History",5.9,0,48 min,Silent, Black and White,0,0,,"Vasili Goncharov,Aleksandra Goncharova,Andrej Gromov"
Vampyrdanserinden,1912,Denmark, ,5.8,0,0 min,Silent, Black and White,0,0,August Blom ,"Ingeborg Bruhn Bertelsen,Svend Bille,Axel Boesen"
An Dalmatiens herrlichen Gestaden,1912,Austria, ,0,0,0 min,Silent, Black and White,0,0,,
The Flying Circus,1912,Denmark, Drama,6.6,0,46 min,Silent, Black and White,0,0,Alfred Lind ,"Rasmus Ottesen,Emilie Otterdahl,Lili Beck"
Zu Tode gehetzt,1912,Germany, ,0,0,0 min,Silent, Black and White,0,0,Urban Gad ,"Asta Nielsen,Paul Bildt,Louise Obermaier"
La fiÌ¬vre de l'or,1912,France, Drama,7.9,0,0 min,Silent, Black and White,0,0,,"Stacia Napierkowska,Claude Garry,Louis Ravet"
Mother and Daughter,1912,Sweden, ,0,0,0 min,Silent, Black and White,0,0,Mauritz Stiller ,"Nils Elffors,Lilly Jacobson,Anna Norrie"
La Salome,1912,Italy, ,0,0,0 min,Silent, Black and White,0,0,Oreste Mentasti ,"Adriana Costamagna,Suzanne De Labroy,Godofredo Mateldi"
The Mummy,1912,UK, Comedy,5.8,0,0 min,Silent, Black and White,0,0,A.E. Coleby ,
Amor de bestia,1912,Spain, ,0,0,0 min,Silent, Black and White,0,0,JosÌ© MarÌ_a Codina ,
Herod,1912,UK, ,0,0,0 min,Silent, Black and White,0,0,Theo Frenkel ,
Jess,1912,USA," Adventure, Drama, Romance",5.8,0,0 min,Silent, Black and White,0,0,George Nichols ,"Marguerite Snow,Florence La Badie,James Cruze"
Den tyranniske fÌ_stmannen,1912,Sweden, ,0,0,0 min,Silent, Black and White,0,0,Mauritz Stiller ,"Stina Berg,Agda Helin,Ester Julin"
"The Life Story of John Lee, or The Man They Could Not Hang",1912,Australia," Drama, Thriller",0,0,0 min,Silent, Black and White,0,0,Robert Scott ,"Mervyn Barrington,Fred Cope,Robert Henry"
The Evils of Alcohol,1912,France, Animation,7.8,0,0 min,Silent, Black and White,0,0,,
Les misÌ©rables,1912,France, Drama,6.1,0,0 min,Silent, Black and White,0,0,Albert Capellani ,"Henry Krauss,Henri ÌätiÌ©vant,LÌ©on Bernard"
Oliver Twist,1912,UK, Drama,5.1,0,0 min,Silent, Black and White,0,0,Thomas Bentley ,"Ivy Millais,John McMahon,Harry Royston"
The Mystery of the Black Pearl,1912,Australia," Drama, Thriller",0,0,0 min,Silent, Black and White,0,0,,"Cyril Mackay,Sydney Stirling,Leonard Willey"
The Adventures of Lieutenant Petrosino,1912,USA, Drama,4.4,0,0 min,Silent, Black and White,0,0,Sidney M. Goldin ,
Fadren,1912,Sweden, ,5,0,0 min,Silent, Black and White,0,0,Anna Hofman-Uddgren ,"August Falck,Karin Alexandersson,RenÌ©e BjÌ_rling"
Le nÌ¬gre blanc,1912,France, ,0,0,0 min,Silent, Black and White,0,0,Abel Gance ,"Abel Gance,Mathilde Thizeau,Jean Toulout"
The Mighty Dollar,1912,UK, ,0,0,0 min,Silent,Color,0,0,Theo Frenkel ,
The Student of Prague,1913,Germany," Drama, Fantasy, Horror, Romance",6.5,0,41 min,Mono,Color,0,0,,"Paul Wegener,Grete Berger,Lyda Salmonova"
Quo Vadis?,1913,Italy," Drama, History",6.4,0,120 min,Silent, Black and White,"ITLåÊ45,000        ",0,Enrico Guazzoni ,"Amleto Novelli,Gustavo Serena,Amelia Cattaneo"
FantÌ«mas: In the Shadow of the Guillotine,1913,France," Crime, Drama",6.9,0,54 min,Silent, Black and White,0,0,Louis Feuillade ,"RenÌ© Navarre,Edmund Breon,Georges Melchior"
The Last Days of Pompeii,1913,Italy," Adventure, Drama",6.2,0,88 min,Silent, Black and White,0,0,,"Fernanda Negri Pouget,Eugenia Tettoni Fior,Ubaldo Stefani"
FantÌ«mas: Juve versus FantÌ«mas,1913,France," Crime, Drama",6.8,0,61 min,Silent, Black and White,0,0,Louis Feuillade ,"RenÌ© Navarre,Edmund Breon,Georges Melchior"
Traffic in Souls,1913,USA," Crime, Drama",6.2,0,88 min,Silent, Black and White,"$5,700 ","$430,000 ",George Loane Tucker ,"Jane Gail,Ethel Grandin,William H. Turner"
Ivanhoe,1913,USA," Adventure, Drama, Romance",5.8,0,0 min,Silent, Black and White,0,0,Herbert Brenon ,"King Baggot,Leah Baird,Herbert Brenon"
FantÌ«mas: The Dead Man Who Killed,1913,France," Crime, Drama, Mystery",6.9,0,90 min,Silent, Black and White,0,0,Louis Feuillade ,"RenÌ© Navarre,Edmund Breon,Georges Melchior"
Ingeborg Holm,1913,Sweden, Drama,7.2,0,96 min,Silent, Black and White,0,0,Victor SjÌ_strÌ_m ,"Hilda BorgstrÌ_m,Aron Lindgren,Erik Lindholm"
The Prisoner of Zenda,1913,USA, Adventure,6.4,0,0 min,Silent, Black and White,"$50,000 ",0,,"James K. Hackett,Beatrice Beckley,David Torrence"
Der Andere,1913,Germany," Drama, Thriller",5.8,0,0 min,Silent, Black and White,0,0,Max Mack ,"Albert Bassermann,Emmerich Hanus,Nelly Ridon"
The Count of Monte Cristo,1913,USA," Drama, History",5.7,0,69 min,Silent, Black and White,0,0,,"James O'Neill,Nance O'Neil,Murdock MacQuarrie"
The Battle of Gettysburg,1913,USA," Drama, War",6.9,0,0 min,Silent, Black and White,0,0,,"Willard Mack,Charles Edler,Ann Little"
David Copperfield,1913,UK, Drama,6.3,0,67 min,Silent, Black and White,0,0,Thomas Bentley ,"Kenneth Ware,Reginald Sheffield,Len Bethel"
Twilight of a Woman's Soul,1913,Russia, Drama,6.8,0,0 min,Silent, Black and White,0,0,Yevgeni Bauer ,"Nina Chernova,A. Ugrjumov,V. Demert"
Lime Kiln Club Field Day,1913,USA, ,6.1,0,65 min,Silent, Black and White,0,0,,"Bert Williams,Odessa Warren Grey,Wes Jenkins"
Spartacus,1913,Italy," Biography, Drama, History, War",5.7,0,88 min,Silent, Black and White,0,0,Giovanni Enrico Vidali ,"Mario Guaita-Ausonia,Cristina Ruspoli,Enrico Bracci"
Regina,1913,Germany, ,0,0,0 min,Silent, Black and White,0,0,Urban Gad ,"Asta Nielsen,Fritz Weidemann,Emil Albes"
Crime and Punishment,1913,Russia, Drama,0,0,0 min,Silent, Black and White,0,0,I. Vronsky ,"Pavel Orlenev,I. Vronsky"
L'enfant de Paris,1913,France," Crime, Drama",7.8,0,100 min,Silent, Black and White,0,0,LÌ©once Perret ,"LÌ©once Perret,Louis Leubas,Maurice LagrenÌ©e"
Caprice,1913,USA," Comedy, Drama",6.6,0,0 min,Silent, Black and White,0,0,J. Searle Dawley ,"Mary Pickford,Owen Moore,Ernest Truex"
The Gambler's Ruin,1913,France, ,0,0,0 min,Silent, Black and White,0,0,Georges-AndrÌ© Lacroix ,"Jeanne Marie-Laurent,Max Dhartigny,Bernard Derigal"
Tess of the D'Urbervilles,1913,USA," Drama, Romance",0,0,0 min,Silent, Black and White,0,0,J. Searle Dawley ,"Minnie Maddern Fiske,Raymond Bond,David Torrence"
From Dusk to Dawn,1913,USA, Drama,6,0,90 min,Silent, Black and White,0,0,Frank E. Wolfe ,"George Cummings,Clarence Darrow,Ethel Davis"
Moondyne,1913,Australia, ,0,0,0 min,Silent, Black and White,0,0,W.J. Lincoln ,"George Bryant,Godfrey Cass,Roy Redgrave"
"Germinal; or, The Toll of Labor",1913,France, Drama,7.1,0,150 min,Silent, Black and White,0,0,Albert Capellani ,"MÌ©visto,Jean Jacquinet,Henry Krauss"
Antony and Cleopatra,1913,Italy," Drama, History, Romance",5.8,0,0 min,Silent, Black and White,0,0,Enrico Guazzoni ,"Gianna Terribili-Gonzales,Amleto Novelli,Ignazio Lupi"
His Neighbor's Wife,1913,USA, ,6.7,0,0 min,Silent, Black and White,0,0,Edwin S. Porter ,"Lily Langtry,Sidney Mason,Mimi Yvonne"
A Message from Mars,1913,UK," Comedy, Fantasy",5.2,0,69 min,Silent, Black and White,0,0,Wallett Waller ,"Charles Hawtrey,E. Holman Clark,Crissie Bell"
Dick Whittington and his Cat,1913,USA, Adventure,6.9,0,0 min,Silent, Black and White,0,0,Alice Guy ,"Vinnie Burns,Audrey Berry"
Atlantis,1913,Denmark, Drama,6.9,0,121 min,Silent, Black and White,0,0,August Blom ,"Olaf FÌünss,Ida Orloff,Ebba Thomsen"
Das goldene Bett,1913,Germany, ,0,0,0 min,Silent, Black and White,0,0,Walter SchmidthÌ_ssler ,"Hanni Weisse,Theodor Loos,Mia Cordes"
Die Insel der Seligen,1913,Germany, Fantasy,5,0,49 min,Silent, Black and White,0,0,Max Reinhardt ,"Paul Davidson,Erika De Planque,Wilhelm Diegelmann"
The Last Bohemian,1913,Hungary, ,5.6,0,0 min,Silent, Black and White,0,0,Michael Curtiz (as KertÌ©sz MihÌÁly)            ,"Antal NyÌÁray,ElemÌ©r Thury,BÌ©la Bodonyi"
The Life and Works of Richard Wagner,1913,Germany," Biography, Drama",6.6,0,110 min,Silent, Black and White,0,0,,"Giuseppe Becce,Olga Engl,Manny Ziener"
Der VerfÌ_hrte,1913,Germany, ,0,0,0 min,Silent, Black and White,0,0,,"Grete Berger,Lyda Salmonova,Paul Wegener"
In the Bishop's Carriage,1913,USA," Crime, Drama",6.2,0,0 min,Silent, Black and White,0,0,,"Mary Pickford,David Wall,House Peters"
The Pit and the Pendulum,1913,USA, Drama,5.1,0,0 min,Silent, Black and White,0,0,Alice Guy ,"Darwin Karr,Fraunie Fraunholz,Blanche Cornwall"
"The Girl from Abroad; or, The Great Underworld",1913,Sweden, ,0,0,54 min,Silent, Black and White,0,0,Mauritz Stiller ,"Grete Wiesenthal,GÌ_sta Ekman,Ragnhild Ovenberg Lyche"
Hamlet,1913,UK, Drama,5.3,0,64 min,Silent, Black and White,0,0,Hay Plumb ,"Walter Ringham,Johnston Forbes-Robertson,S.A. Cookson"
Sylvi,1913,Finland, Drama,0,0,49 min,Silent, Black and White,0,0,Teuvo Puro ,"Aili Somersalmi,Teuvo Puro,Teppo Raikas"
The Extraordinary Adventures of Saturnino Farandola,1913,Italy, Adventure,6.3,0,77 min,Silent, Black and White,0,0,,"Marcel Perez,Nilde Baracchi,Alfredo Bertone"
The Sea Wolf,1913,USA, Drama,6,0,0 min,Silent, Black and White,0,0,Hobart Bosworth ,"Hobart Bosworth,Herbert Rawlinson,Viola Barry"
"Les MisÌ©rables, Part 1: Jean Valjean",1913,France, Drama,6.3,0,60 min,Silent, Black and White,"FRFåÊ50,000        ",0,Albert Capellani ,"Henry Krauss,Henri ÌätiÌ©vant,Maria Ventura"
The Old Curiosity Shop,1913,UK, Drama,0,0,0 min,Silent, Black and White,0,0,Thomas Bentley ,"Mai Deacon,Warwick Buckland,E. Felton"
Jone ovvero gli ultimi giorni di Pompei,1913,Italy, ,6.4,0,0 min,Silent, Black and White,0,0,,"Cristina Ruspoli,Luigi Mele,Giovanni Enrico Vidali"
Love Everlasting,1913,Italy, Drama,6.6,0,90 min,Silent, Black and White,0,0,Mario Caserini ,"Lyda Borelli,Mario Bonnard,Gian Paolo Rosmino"
Legion of Honor,1913,France, ,0,0,0 min,Silent, Black and White,0,0,Henri Pouctal ,"Gilbert Dalleu,Georges Grand,Josette Paz-Ferrer"
Robin Hood,1913,USA, Adventure,6.4,0,0 min,Silent, Black and White,0,0,Theodore Marston ,"William Russell,Gerda Holmes,Harry Benham"
Der Shylock von Krakau,1913,Germany, ,0,0,0 min,Silent, Black and White,0,0,Carl Wilhelm ,"Beate Ehren,Friedrich KÌ_hne,Lia Rosen"
Cabiria,1914,Italy," Adventure, Drama, History, War",6.7,0,148 min,Silent, Black and White,"$210,000 ",0,Giovanni Pastrone ,"Italia Almirante-Manzini,Lidia Quaranta,Bartolomeo Pagano"
Tillie's Punctured Romance,1914,USA, Comedy,7.1,0,74 min,Silent, Black and White,"$50,000 ",0,,"Charles Chaplin,Marie Dressler,Mabel Normand"
The Squaw Man,1914,USA," Action, Drama, Romance, Western",6.2,0,74 min,Silent, Black and White,"$20,000 ","$244,700 ",,"Dustin Farnum,Monroe Salisbury,Winifred Kingston"
The Perils of Pauline,1914,USA, Action,7.6,0,199 min,Silent, Black and White,"$25,000 ",0,,"Pearl White,Crane Wilbur,Paul Panzer"
The Life of General Villa,1914,USA," Action, Adventure, Biography, Drama",7.2,0,0 min,Silent, Black and White,0,0,,"Eagle Eye,Robert Harron,Irene Hunt"
The New Wizard of Oz,1914,USA," Family, Fantasy, Adventure, Comedy",5.1,0,59 min,Silent, Black and White,"$23,500 ",0,L. Frank Baum ,"Violet MacMillan,Frank Moore,Pierre Couderc"
The Patchwork Girl of Oz,1914,USA," Adventure, Family, Fantasy, Comedy",5.6,0,81 min,Silent, Black and White,0,0,J. Farrell MacDonald ,"Violet MacMillan,Frank Moore,Raymond Russell"
Judith of Bethulia,1914,USA, Drama,7.3,0,0 min,Silent, Black and White,"$40,000 ",0,D.W. Griffith ,"Blanche Sweet,Henry B. Walthall,Mae Marsh"
The Avenging Conscience: or 'Thou Shalt Not Kill',1914,USA," Crime, Drama",6.9,0,78 min,Silent, Black and White,0,0,D.W. Griffith ,"Henry B. Walthall,Spottiswoode Aitken,Blanche Sweet"
The Virginian,1914,USA, Western,5.8,0,55 min,Silent, Black and White,"$17,022 ",0,Cecil B. DeMille ,"Dustin Farnum,Jack W. Johnston,Sydney Deane"
Brewster's Millions,1914,USA, Comedy,7.1,0,0 min,Silent, Black and White,0,0,,"Edward Abeles,Joseph Singleton,Sydney Deane"
Cinderella,1914,USA," Fantasy, Drama",6.7,0,52 min,Silent,Color,0,0,James Kirkwood ,"Mary Pickford,Owen Moore,Isabel Vernon"
Damon and Pythias,1914,USA, Drama,0,0,100 min,Silent, Black and White,0,0,Otis Turner ,"William Worthington,Herbert Rawlinson,Cleo Madison"
The Battle of the Sexes,1914,USA, Drama,6.6,0,0 min,Silent, Black and White,"$25,000 ",0,D.W. Griffith ,"Donald Crisp,Lillian Gish,Robert Harron"
The Jungle,1914,USA, Drama,7.4,0,0 min,Silent, Black and White,"$17,000 ",0,,"George Nash,Gail Kane,Julia Hurley"
Rose of the Rancho,1914,USA," Action, Adventure, Romance, Western",3.7,0,0 min,Silent, Black and White,"$16,988 ",0,Cecil B. DeMille ,"Bessie Barriscale,Jane Darwell,Dick La Reno"
The Million Dollar Mystery,1914,USA," Adventure, Mystery",5.4,0,0 min,Silent, Black and White,"$125,000 ",0,Howell Hansel (as Howell Hansell)            ,"Florence La Badie,Marguerite Snow,James Cruze"
