Name,Year,Country,Genre,Rating,Metascore,Runtime,Sound_mix,Color,Budget,Gross,Director,Stars
The Rock,1996,USA," Action, Adventure, Thriller",7.4,58,136 min,Dolby Digital,Color,"$75,000,000 ","$134,006,721 ",Michael Bay ,"Sean Connery,Nicolas Cage,Ed Harris"
From Dusk Till Dawn,1996,USA," Action, Crime, Horror",7.3,52,108 min,SDDS,Color,"$19,000,000 ","$25,753,840 ",Robert Rodriguez ,"Harvey Keitel,George Clooney,Juliette Lewis"
Twister,1996,USA," Action, Adventure, Drama, Thriller",6.3,68,113 min,DTS,Color,"$92,000,000 ","$241,688,385 ",Jan de Bont ,"Helen Hunt,Bill Paxton,Cary Elwes"
Space Jam,1996,USA," Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi, Sport",6.3,59,88 min,DTS,Color,"$80,000,000 ","$90,443,603 ",Joe Pytka ,"Michael Jordan,Wayne Knight,Theresa Randle"
Mission: Impossible,1996,USA," Action, Adventure, Thriller",7.1,59,110 min,DTS,Color,"$80,000,000 ","$180,965,237 ",Brian De Palma ,"Tom Cruise,Jon Voight,Emmanuelle BÌ©art"
Sleepers,1996,USA," Crime, Drama, Thriller",7.6,49,147 min,DTS, Black and White,"$44,000,000 ","$53,300,852 ",Barry Levinson ,"Robert De Niro,Kevin Bacon,Brad Pitt"
The Craft,1996,USA," Drama, Fantasy, Horror, Thriller",6.3,0,101 min,SDDS,Color,"$15,000,000 ","$24,881,000 ",Andrew Fleming ,"Robin Tunney,Fairuza Balk,Neve Campbell"
Jerry Maguire,1996,USA," Comedy, Drama, Romance, Sport",7.3,77,139 min,SDDS,Color,"$50,000,000 ","$153,620,822 ",Cameron Crowe ,"Tom Cruise,Cuba Gooding Jr.,RenÌ©e Zellweger"
A Time to Kill,1996,USA," Crime, Drama, Thriller",7.4,54,149 min,Dolby Digital,Color,"$40,000,000 ","$108,706,165 ",Joel Schumacher ,"Matthew McConaughey,Sandra Bullock,Samuel L. Jackson"
101 Dalmatians,1996,USA," Adventure, Comedy, Crime, Family",5.6,49,103 min,Dolby Digital,Color,"$75,000,000 ","$136,182,161 ",Stephen Herek ,"Glenn Close,Jeff Daniels,Joely Richardson"
The English Patient,1996,USA," Drama, Romance, War",7.4,87,162 min,Dolby Digital,Color,"$27,000,000 ","$78,651,430 ",Anthony Minghella ,"Ralph Fiennes,Juliette Binoche,Willem Dafoe"
Primal Fear,1996,USA," Crime, Drama, Mystery, Thriller",7.7,47,129 min,Dolby Digital,Color,"$30,000,000 ","$56,059,267 ",Gregory Hoblit ,"Richard Gere,Laura Linney,Edward Norton"
Sling Blade,1996,USA, Drama,8,84,135 min,Dolby Digital,Color,"$890,000 ","$24,475,416 ",Billy Bob Thornton ,"Billy Bob Thornton,Dwight Yoakam,J.T. Walsh"
Mars Attacks!,1996,USA," Comedy, Sci-Fi",6.3,52,106 min,DTS,Color,"$70,000,000 ","$37,754,208 ",Tim Burton ,"Jack Nicholson,Pierce Brosnan,Sarah Jessica Parker"
The Hunchback of Notre Dame,1996,USA," Animation, Drama, Family, Musical, Romance",6.9,0,91 min,Dolby Digital,Color,"$100,000,000 ","$100,117,603 ",,"Demi Moore,Jason Alexander,Mary Kay Bergman"
The Birdcage,1996,USA, Comedy,7,72,117 min,DTS,Color,"$31,000,000 ","$123,986,682 ",Mike Nichols ,"Robin Williams,Nathan Lane,Gene Hackman"
The Island of Dr. Moreau,1996,USA," Horror, Sci-Fi, Thriller",4.4,0,96 min,SDDS,Color,"$40,000,000 ","$27,663,982 ",,"David Thewlis,Marlon Brando,Val Kilmer"
Down Periscope,1996,USA, Comedy,6,0,92 min,Dolby Digital,Color,0,"$25,800,000 ",David S. Ward ,"Kelsey Grammer,Lauren Holly,Rob Schneider"
Courage Under Fire,1996,USA," Action, Drama, Mystery, Thriller, War",6.6,77,116 min,DTS,Color,"$46,000,000 ","$58,918,501 ",Edward Zwick ,"Denzel Washington,Meg Ryan,Lou Diamond Phillips"
Swingers,1996,USA," Comedy, Drama",7.4,71,96 min,Dolby,Color,"$200,000 ","$4,505,922 ",Doug Liman ,"Vince Vaughn,Heather Graham,Jon Favreau"
Crash,1996,Canada, Drama,6.4,47,100 min,Dolby,Color,"$9,000,000 ","$3,168,660 ",David Cronenberg ,"James Spader,Holly Hunter,Elias Koteas"
First Contact,1996,USA," Action, Adventure, Drama, Sci-Fi, Thriller",7.6,71,111 min,DTS,Color,"$45,000,000 ","$92,001,027 ",Jonathan Frakes ,"Patrick Stewart,Jonathan Frakes,Brent Spiner"
Homeward Bound II: Lost in San Francisco,1996,USA," Adventure, Comedy, Family, Romance",5.9,0,89 min,Dolby Digital,Color,0,"$49,142,277 ",David R. Ellis ,"Michael J. Fox,Sally Field,Ralph Waite"
Striptease,1996,USA," Comedy, Crime, Drama, Thriller",4.3,0,115 min,SDDS,Color,"$40,000,000 ","$32,800,000 ",Andrew Bergman ,"Demi Moore,Burt Reynolds,Armand Assante"
The Crucible,1996,USA," Drama, History",6.8,0,124 min,Dolby,Color,"$25,000,000 ","$7,340,103 ",Nicholas Hytner ,"Daniel Day-Lewis,Winona Ryder,Paul Scofield"
The First Wives Club,1996,USA, Comedy,6.2,58,103 min,Dolby Digital,Color,"$26,000,000 ","$105,444,419 ",Hugh Wilson ,"Goldie Hawn,Bette Midler,Diane Keaton"
Fear,1996,USA," Drama, Thriller",6.2,51,97 min,DTS,Color,0,"$20,754,000 ",James Foley ,"Mark Wahlberg,Reese Witherspoon,William Petersen"
Escape from L.A.,1996,USA," Action, Adventure, Sci-Fi, Thriller",5.7,0,101 min,Dolby Digital,Color,"$50,000,000 ","$25,407,250 ",John Carpenter ,"Kurt Russell,Steve Buscemi,Stacy Keach"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,USA," Comedy, Crime",6.6,0,89 min,Dolby SR,Color,"$3,800,000 ","$39,255,889 ",Paris Barclay ,"Shawn Wayans,Marlon Wayans,Keenen Ivory Wayans"
Hamlet,1996,UK, Drama,7.8,0,242 min,70 mm 6-Track,Color,"$18,000,000 ","$4,414,535 ",Kenneth Branagh ,"Kenneth Branagh,Julie Christie,Derek Jacobi"
Shine,1996,Australia," Biography, Drama, Music, Romance",7.7,87,105 min,Dolby Digital,Color,"$5,500,000 ","$35,811,509 ",Scott Hicks ,"Geoffrey Rush,Armin Mueller-Stahl,Justin Braine"
The Ghost and the Darkness,1996,Germany," Adventure, Drama, Horror, Thriller",6.8,0,110 min,DTS,Color,"$55,000,000 ","$38,553,833 ",Stephen Hopkins ,"Michael Douglas,Val Kilmer,Tom Wilkinson"
Kingpin,1996,USA," Comedy, Sport",6.9,43,113 min,DTS,Color,"$27,000,000 ","$24,944,213 ",,"Woody Harrelson,Randy Quaid,Bill Murray"
Stealing Beauty,1996,Italy," Drama, Mystery, Romance",6.6,60,118 min,Dolby Digital,Color,"$10,000,000 ","$4,573,330 ",Bernardo Bertolucci ,"Jeremy Irons,Liv Tyler,Carlo Cecchi"
The Cable Guy,1996,USA," Comedy, Drama, Thriller",6,0,96 min,SDDS,Color,"$47,000,000 ","$60,154,431 ",Ben Stiller ,"Jim Carrey,Matthew Broderick,Leslie Mann"
Broken Arrow,1996,USA," Action, Crime, Thriller",6,61,108 min,DTS,Color,"$50,000,000 ","$70,450,000 ",John Woo ,"John Travolta,Christian Slater,Samantha Mathis"
DragonHeart,1996,USA," Action, Adventure, Fantasy",6.4,0,103 min,DTS-Stereo,Color,"$57,000,000 ","$51,317,350 ",Rob Cohen ,"Dennis Quaid,Sean Connery,Dina Meyer"
Bottle Rocket,1996,USA," Comedy, Crime, Drama",7.1,65,91 min,Dolby SR,Color,"$7,000,000 ","$1,040,879 ",Wes Anderson ,"Luke Wilson,Owen Wilson,Ned Dowd"
Beautiful Girls,1996,USA," Comedy, Drama, Romance",7.2,64,112 min,Dolby Digital,Color,0,"$20,837,000 ",Ted Demme ,"Matt Dillon,Timothy Hutton,Noah Emmerich"
Fly Away Home,1996,USA," Adventure, Drama, Family",6.8,0,107 min,SDDS,Color,0,"$24,506,082 ",Carroll Ballard ,"Jeff Daniels,Anna Paquin,Dana Delany"
Bound,1996,USA," Crime, Romance, Thriller",7.4,61,108 min,Dolby Digital,Color,"$4,500,000 ","$3,798,532 ",,"Jennifer Tilly,Gina Gershon,Joe Pantoliano"
Eraser,1996,USA," Action, Drama, Mystery, Thriller",6.1,56,115 min,Dolby Digital,Color,"$100,000,000 ","$101,228,120 ",Chuck Russell (as Charles Russell)            ,"Arnold Schwarzenegger,Vanessa Williams,James Caan"
Titanic,1997,USA," Drama, Romance",7.7,74,194 min,Dolby Digital,Color,"$200,000,000 ","$658,672,302 ",James Cameron ,"Leonardo DiCaprio,Kate Winslet,Billy Zane"
Alien: Resurrection,1997,USA," Action, Horror, Sci-Fi",6.3,63,109 min,DTS,Color,"$75,000,000 ","$47,748,610 ",Jean-Pierre Jeunet ,"Sigourney Weaver,Winona Ryder,Dominique Pinon"
Good Will Hunting,1997,USA, Drama,8.3,70,126 min,Dolby Digital,Color,"$10,000,000 ","$138,339,411 ",Gus Van Sant ,"Robin Williams,Matt Damon,Ben Affleck"
The Fifth Element,1997,France," Action, Adventure, Sci-Fi",7.7,52,126 min,SDDS,Color,"$93,000,000 ","$63,540,020 ",Luc Besson ,"Bruce Willis,Milla Jovovich,Gary Oldman"
Life Is Beautiful,1997,Italy," Comedy, Drama, War",8.6,59,116 min,Dolby Digital,Color,"$20,000,000 ","$57,598,247 ",Roberto Benigni ,"Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini"
Romy and Michele's High School Reunion,1997,USA, Comedy,6.2,59,92 min,Dolby Digital,Color,0,"$29,205,077 ",David Mirkin ,"Mira Sorvino,Lisa Kudrow,Janeane Garofalo"
Boogie Nights,1997,USA, Drama,7.9,85,155 min,Dolby Digital,Color,"$15,000,000 ","$26,384,919 ",Paul Thomas Anderson ,"Mark Wahlberg,Julianne Moore,Burt Reynolds"
Hercules,1997,USA," Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",7.2,0,93 min,DTS,Color,"$85,000,000 ","$99,046,791 ",,"Tate Donovan,Susan Egan,James Woods"
Anastasia,1997,USA," Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance",7.1,59,94 min,DTS,Color,"$50,000,000 ","$58,297,830 ",,"Meg Ryan,John Cusack,Christopher Lloyd"
As Good as It Gets,1997,USA," Comedy, Drama, Romance",7.7,67,139 min,SDDS,Color,"$50,000,000 ","$147,637,474 ",James L. Brooks ,"Jack Nicholson,Helen Hunt,Greg Kinnear"
The Devil's Advocate,1997,USA," Drama, Mystery, Thriller",7.5,60,144 min,DTS,Color,"$57,000,000 ","$60,984,028 ",Taylor Hackford ,"Keanu Reeves,Al Pacino,Charlize Theron"
Gattaca,1997,USA," Drama, Sci-Fi, Thriller",7.8,64,106 min,Dolby Digital,Color,"$36,000,000 ","$12,339,633 ",Andrew Niccol ,"Ethan Hawke,Uma Thurman,Jude Law"
Lolita,1997,USA," Drama, Romance",6.9,46,137 min,Dolby Digital,Color,"$62,000,000 ","$1,400,000 ",Adrian Lyne ,"Jeremy Irons,Dominique Swain,Melanie Griffith"
The Lost World: Jurassic Park,1997,USA," Action, Adventure, Sci-Fi",6.5,59,129 min,DTS,Color,"$73,000,000 ","$229,074,524 ",Steven Spielberg ,"Jeff Goldblum,Julianne Moore,Pete Postlethwaite"
L.A. Confidential,1997,USA," Crime, Drama, Mystery, Thriller",8.3,90,138 min,Dolby Digital,Color,"$35,000,000 ","$64,604,977 ",Curtis Hanson ,"Kevin Spacey,Russell Crowe,Guy Pearce"
Starship Troopers,1997,USA," Action, Adventure, Sci-Fi, Thriller",7.2,51,129 min,DTS,Color,"$105,000,000 ","$54,700,065 ",Paul Verhoeven ,"Casper Van Dien,Denise Richards,Dina Meyer"
Liar Liar,1997,USA," Comedy, Fantasy",6.8,70,86 min,DTS-Stereo,Color,"$45,000,000 ","$181,395,380 ",Tom Shadyac ,"Jim Carrey,Maura Tierney,Justin Cooper"
Princess Mononoke,1997,Japan," Animation, Adventure, Fantasy",8.4,76,134 min,Dolby Digital,Color,"JPYåÊ2,400,000,000        ","$2,298,191 ",Hayao Miyazaki ,"YÌ«ji Matsuda,Yuriko Ishida,YÌÈko Tanaka"
Contact,1997,USA," Drama, Mystery, Sci-Fi, Thriller",7.4,62,150 min,DTS,Color,"$90,000,000 ","$100,853,835 ",Robert Zemeckis ,"Jodie Foster,Matthew McConaughey,Tom Skerritt"
Batman & Robin,1997,USA," Action, Fantasy, Sci-Fi",3.7,28,125 min,DTS,Color,"$125,000,000 ","$107,285,004 ",Joel Schumacher ,"Arnold Schwarzenegger,George Clooney,Chris O'Donnell"
Men in Black,1997,USA," Adventure, Comedy, Family, Mystery, Sci-Fi",7.3,71,98 min,Dolby SR,Color,"$90,000,000 ","$250,147,615 ",Barry Sonnenfeld ,"Tommy Lee Jones,Will Smith,Linda Fiorentino"
The Game,1997,USA," Drama, Mystery, Thriller",7.8,61,129 min,DTS,Color,"$50,000,000 ","$48,265,581 ",David Fincher ,"Michael Douglas,Deborah Kara Unger,Sean Penn"
Austin Powers: International Man of Mystery,1997,USA," Comedy, Crime",7,51,94 min,Dolby Digital,Color,"$17,000,000 ","$53,868,030 ",Jay Roach ,"Mike Myers,Elizabeth Hurley,Michael York"
Event Horizon,1997,UK," Horror, Sci-Fi, Thriller",6.7,35,96 min,Dolby Digital,Color,"$60,000,000 ","$26,616,590 ",Paul W.S. Anderson (as Paul Anderson)            ,"Laurence Fishburne,Sam Neill,Kathleen Quinlan"
Little Boy Blue,1997,USA, Drama,6.4,0,99 min,Dolby Digital,Color,0,0,Antonio Tibaldi ,"Ryan Phillippe,Nastassja Kinski,John Savage"
Donnie Brasco,1997,USA," Biography, Crime, Drama",7.8,76,127 min,SDDS,Color,"$35,000,000 ","$41,954,997 ",Mike Newell ,"Al Pacino,Johnny Depp,Michael Madsen"
Spawn,1997,USA," Action, Horror",5.2,34,96 min,DTS,Color,"$40,000,000 ","$54,967,359 ",Mark A.Z. DippÌ© ,"John Leguizamo,Michael Jai White,Martin Sheen"
My Best Friend's Wedding,1997,USA," Comedy, Drama, Romance",6.3,50,105 min,Dolby Digital,Color,"$46,000,000 ","$126,805,112 ",P.J. Hogan ,"Julia Roberts,Dermot Mulroney,Cameron Diaz"
Anaconda,1997,USA," Action, Adventure, Horror, Thriller",4.7,37,89 min,Dolby SR,Color,"$45,000,000 ","$65,557,989 ",Luis Llosa ,"Jon Voight,Jennifer Lopez,Eric Stoltz"
The Borrowers,1997,UK," Adventure, Comedy, Family, Fantasy",5.8,0,89 min,Dolby Digital,Color,"$29,000,000 ","$22,359,293 ",Peter Hewitt ,"John Goodman,Jim Broadbent,Mark Williams"
Seven Years in Tibet,1997,USA," Adventure, Biography, Drama, History, War",7,55,136 min,Dolby Digital,Color,"$70,000,000 ","$37,901,509 ",Jean-Jacques Annaud ,"Brad Pitt,David Thewlis,BD Wong"
Jungle 2 Jungle,1997,USA," Comedy, Family",5.1,0,105 min,Dolby Digital,Color,"$32,000,000 ","$59,925,026 ",John Pasquin ,"Tim Allen,Martin Short,JoBeth Williams"
Face/Off,1997,USA," Action, Crime, Sci-Fi, Thriller",7.3,82,138 min,DTS,Color,"$80,000,000 ","$112,225,777 ",John Woo ,"John Travolta,Nicolas Cage,Joan Allen"
Jackie Brown,1997,USA," Crime, Thriller",7.5,64,154 min,Dolby Digital,Color,"$12,000,000 ","$39,647,595 ",Quentin Tarantino ,"Pam Grier,Samuel L. Jackson,Robert Forster"
Con Air,1997,USA," Action, Crime, Thriller",6.8,52,115 min,DTS,Color,"$75,000,000 ","$101,087,161 ",Simon West ,"Nicolas Cage,John Cusack,John Malkovich"
Lost Highway,1997,France," Mystery, Thriller",7.6,52,134 min,Dolby Digital,Color,"$15,000,000 ","$3,796,699 ",David Lynch ,"Bill Pullman,Patricia Arquette,John Roselius"
Cube,1997,Canada," Drama, Mystery, Sci-Fi, Thriller",7.3,61,90 min,Ultra Stereo,Color,"CADåÊ365,000        ","$489,220 ",Vincenzo Natali ,"Nicole de Boer,Maurice Dean Wint,David Hewlett"
I Know What You Did Last Summer,1997,USA," Horror, Mystery, Thriller",5.6,52,101 min,Dolby,Color,"$17,000,000 ","$72,219,395 ",Jim Gillespie ,"Jennifer Love Hewitt,Sarah Michelle Gellar,Anne Heche"
Mortal Kombat: Annihilation,1997,USA," Action, Adventure, Fantasy, Sci-Fi, Thriller",3.7,11,95 min,Dolby Digital,Color,"$30,000,000 ","$35,927,406 ",John R. Leonetti ,"Robin Shou,Talisa Soto,James Remar"
Chasing Amy,1997,USA," Comedy, Drama, Romance",7.3,71,113 min,Dolby Digital,Color,"$250,000 ","$12,006,514 ",Kevin Smith ,"Ben Affleck,Joey Lauren Adams,Ethan Suplee"
Private Parts,1997,USA," Biography, Comedy, Drama",6.8,67,109 min,Dolby Digital,Color,"$20,000,000 ","$41,198,146 ",Betty Thomas ,"Howard Stern,Mary McCormack,Robin Quivers"
G.I. Jane,1997,USA," Action, Drama, War",5.9,62,125 min,Dolby Digital,Color,"$50,000,000 ","$48,154,732 ",Ridley Scott ,"Demi Moore,Viggo Mortensen,Anne Bancroft"
Grosse Pointe Blank,1997,USA," Action, Comedy, Crime, Romance, Thriller",7.4,76,107 min,Dolby Digital,Color,"$15,000,000 ","$28,014,536 ",George Armitage ,"John Cusack,Minnie Driver,Dan Aykroyd"
The Devil's Own,1997,USA," Action, Crime, Drama, Thriller",6.1,53,111 min,SDDS,Color,"$86,000,000 ","$42,877,165 ",Alan J. Pakula ,"Harrison Ford,Brad Pitt,Margaret Colin"
Selena,1997,USA," Biography, Drama, Music",6.7,67,127 min,DTS,Color,"$20,000,000 ","$35,422,828 ",Gregory Nava ,"Jennifer Lopez,Edward James Olmos,Jon Seda"
Plump Fiction,1997,USA," Comedy, Crime",2.7,0,82 min,Dolby,Color,0,"$37,260 ",Bob Koherr ,"Tommy Davidson,Julie Brown,Paul Dinello"
Scream 2,1997,USA," Horror, Mystery",6.1,63,120 min,Dolby,Color,"$24,000,000 ","$101,334,374 ",Wes Craven ,"Neve Campbell,Courteney Cox,David Arquette"
Funny Games,1997,Austria," Crime, Drama, Horror, Thriller",7.6,69,108 min,Dolby Digital,Color,0,0,Michael Haneke ,"Susanne Lothar,Ulrich MÌ_he,Arno Frisch"
George of the Jungle,1997,USA," Action, Adventure, Comedy, Family, Romance",5.4,53,92 min,DTS,Color,"$55,000,000 ","$105,263,257 ",Sam Weisman ,"Brendan Fraser,Leslie Mann,Thomas Haden Church"
Air Force One,1997,USA," Action, Adventure, Drama, Romance, Thriller",6.4,61,124 min,Dolby Digital,Color,"$85,000,000 ","$172,620,724 ",Wolfgang Petersen ,"Harrison Ford,Gary Oldman,Glenn Close"
The Big Lebowski,1998,USA," Comedy, Crime",8.2,69,117 min,DTS,Color,"$15,000,000 ","$17,439,163 ",,"Jeff Bridges,John Goodman,Julianne Moore"
Saving Private Ryan,1998,USA," Drama, War",8.6,90,169 min,DTS,Color,"$70,000,000 ","$216,119,491 ",Steven Spielberg ,"Tom Hanks,Matt Damon,Tom Sizemore"
Mulan,1998,USA," Animation, Adventure, Family, Fantasy, Musical, War",7.5,71,88 min,DTS,Color,"$90,000,000 ","$120,618,403 ",,"Ming-Na Wen,Eddie Murphy,BD Wong"
American History X,1998,USA," Crime, Drama",8.5,62,119 min,SDDS, Black and White,"$7,500,000 ","$6,712,241 ",Tony Kaye ,"Edward Norton,Edward Furlong,Beverly D'Angelo"
Armageddon,1998,USA," Action, Adventure, Sci-Fi, Thriller",6.6,42,151 min,DTS,Color,"$140,000,000 ","$201,573,391 ",Michael Bay ,"Bruce Willis,Billy Bob Thornton,Ben Affleck"
"Lock, Stock and Two Smoking Barrels",1998,UK," Comedy, Crime",8.2,66,107 min,Dolby Digital,Color,"å£960,000        ","$3,650,677 ",Guy Ritchie ,"Jason Flemyng,Dexter Fletcher,Nick Moran"
The Truman Show,1998,USA," Comedy, Drama, Sci-Fi",8.1,90,103 min,DTS,Color,"$60,000,000 ","$125,603,360 ",Peter Weir ,"Jim Carrey,Ed Harris,Laura Linney"
The Wedding Singer,1998,USA," Comedy, Music, Romance",6.8,59,95 min,DTS,Color,"$18,000,000 ","$80,224,502 ",Frank Coraci ,"Adam Sandler,Drew Barrymore,Christine Taylor"
The Parent Trap,1998,USA," Adventure, Comedy, Drama, Family, Romance",6.4,64,128 min,DTS,Color,0,"$66,304,095 ",Nancy Meyers ,"Lindsay Lohan,Dennis Quaid,Natasha Richardson"
Deep Impact,1998,USA," Action, Drama, Romance, Sci-Fi, Thriller",6.1,40,120 min,DTS,Color,"$75,000,000 ","$140,459,099 ",Mimi Leder ,"Robert Duvall,TÌ©a Leoni,Elijah Wood"
Wild Things,1998,USA," Crime, Drama, Mystery, Thriller",6.5,52,108 min,Dolby Digital,Color,"$20,000,000 ","$29,753,944 ",John McNaughton ,"Kevin Bacon,Matt Dillon,Neve Campbell"
The Thin Red Line,1998,USA," Drama, War",7.6,78,170 min,DTS,Color,"$52,000,000 ","$36,385,763 ",Terrence Malick ,"Jim Caviezel,Sean Penn,Nick Nolte"
The Waterboy,1998,USA," Comedy, Sport",6.1,41,90 min,DTS, Black and White,"$20,000,000 ","$161,487,252 ",Frank Coraci ,"Adam Sandler,Kathy Bates,Henry Winkler"
Fear and Loathing in Las Vegas,1998,USA," Adventure, Comedy, Drama",7.7,41,118 min,DTS,Color,"$18,500,000 ","$10,562,387 ",Terry Gilliam ,"Johnny Depp,Benicio Del Toro,Tobey Maguire"
There's Something About Mary,1998,USA," Comedy, Romance",7.1,69,119 min,Dolby Digital,Color,"$23,000,000 ","$176,483,808 ",,"Ben Stiller,Cameron Diaz,Matt Dillon"
Meet Joe Black,1998,USA," Drama, Fantasy, Romance",7.1,43,178 min,DTS,Color,"$90,000,000 ","$44,606,335 ",Martin Brest ,"Brad Pitt,Anthony Hopkins,Claire Forlani"
A Bug's Life,1998,USA," Animation, Adventure, Comedy, Family, Fantasy",7.2,77,95 min,DTS,Color,"$120,000,000 ","$162,792,677 ",,"Kevin Spacey,Dave Foley,Julia Louis-Dreyfus"
Blade,1998,USA," Action, Horror",7.1,45,120 min,Dolby Digital,Color,"$45,000,000 ","$70,001,065 ",Stephen Norrington ,"Wesley Snipes,Stephen Dorff,Kris Kristofferson"
Shakespeare in Love,1998,USA," Comedy, Drama, History, Romance",7.2,87,123 min,Dolby Digital,Color,"$25,000,000 ","$100,241,322 ",John Madden ,"Gwyneth Paltrow,Joseph Fiennes,Geoffrey Rush"
The Prince of Egypt,1998,USA," Animation, Adventure, Drama, Family, Fantasy, Musical",7,64,99 min,Dolby Digital,Color,"$70,000,000 ","$101,217,900 ",,"Val Kilmer,Ralph Fiennes,Michelle Pfeiffer"
Psycho,1998,USA," Horror, Mystery, Thriller",4.6,47,105 min,Dolby Digital,Color,"$20,000,000 ","$21,380,220 ",Gus Van Sant ,"Vince Vaughn,Anne Heche,Julianne Moore"
Rushmore,1998,USA," Comedy, Drama",7.7,86,93 min,DTS,Color,"$9,000,000 ","$17,096,053 ",Wes Anderson ,"Jason Schwartzman,Bill Murray,Olivia Williams"
Blues Brothers 2000,1998,USA," Action, Comedy, Crime, Music, Musical",4.8,0,123 min,DTS,Color,"$28,000,000 ","$13,979,599 ",John Landis ,"Dan Aykroyd,John Goodman,Walter Levine"
Dark City,1998,Australia," Mystery, Sci-Fi, Thriller",7.7,66,100 min,Dolby Digital,Color,"$27,000,000 ","$14,337,579 ",Alex Proyas ,"Rufus Sewell,Kiefer Sutherland,Jennifer Connelly"
Beloved,1998,USA," Drama, History, Horror",5.9,57,172 min,DTS,Color,"$80,000,000 ","$22,843,047 ",Jonathan Demme ,"Oprah Winfrey,Danny Glover,Yada Beener"
Lost in Space,1998,USA," Action, Adventure, Family, Sci-Fi, Thriller",5.1,42,130 min,DTS,Color,"$80,000,000 ","$69,102,910 ",Stephen Hopkins ,"Gary Oldman,William Hurt,Matt LeBlanc"
You've Got Mail,1998,USA," Comedy, Drama, Romance",6.6,57,119 min,DTS,Color,"$65,000,000 ","$115,731,542 ",Nora Ephron ,"Tom Hanks,Meg Ryan,Greg Kinnear"
What Dreams May Come,1998,USA," Drama, Fantasy, Romance",7,44,113 min,Dolby Digital,Color,"$85,000,000 ","$55,350,897 ",Vincent Ward ,"Robin Williams,Cuba Gooding Jr.,Annabella Sciorra"
The Mask of Zorro,1998,USA," Action, Adventure, Comedy, Romance, Thriller, Western",6.7,63,136 min,DTS,Color,"$65,000,000 ","$93,771,072 ",Martin Campbell ,"Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones"
Can't Hardly Wait,1998,USA," Comedy, Romance",6.5,52,100 min,Dolby Digital,Color,"$10,000,000 ","$25,339,117 ",,"Jennifer Love Hewitt,Ethan Embry,Charlie Korsmo"
Elizabeth,1998,UK," Biography, Drama, History",7.5,75,124 min,DTS,Color,"$30,000,000 ","$30,012,990 ",Shekhar Kapur ,"Cate Blanchett,Geoffrey Rush,Christopher Eccleston"
Godzilla,1998,USA," Action, Sci-Fi, Thriller",5.3,32,139 min,DTS,Color,"$130,000,000 ","$136,023,813 ",Roland Emmerich ,"Matthew Broderick,Jean Reno,Maria Pitillo"
Ever After: A Cinderella Story,1998,USA," Comedy, Drama, Romance",7,66,121 min,Dolby Digital,Color,"$26,000,000 ","$65,703,412 ",Andy Tennant ,"Drew Barrymore,Anjelica Huston,Dougray Scott"
Practical Magic,1998,USA," Comedy, Drama, Fantasy, Romance",6.2,46,104 min,Dolby Digital,Color,"$48,000,000 ","$46,611,204 ",Griffin Dunne ,"Sandra Bullock,Nicole Kidman,Stockard Channing"
Rush Hour,1998,USA," Action, Comedy, Crime, Thriller",6.9,60,98 min,DTS,Color,"$33,000,000 ","$141,153,686 ",Brett Ratner ,"Jackie Chan,Chris Tucker,Ken Leung"
